[*] Record ID,High impact job before?,Course,Iteration,Role,Source,Evaluation,Decision,Attendance,Project quality,High impact job after?
rec3VNmueb021bbAB,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recNMRsZ4LXHS4TIT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recbPrNxu3iRFehnT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rech9vHjXwmMZi61d,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recqENPjiLzp4hdLe,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recC6pNQRFn9qWGQT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec05j204WMOvMpYf,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
rec00M4ME7aiSFkKv,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec9vHKLNK8Zpi4Ql,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recT3I2dg6zgXSkem,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Unknown,Weak no,Reject,0%,,Unknown
recKc5cQegOxdohTh,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak no,Reject,0%,,Unknown
recKvH6PMfRm0QIVX,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rectkGeNcBORh1qoK,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
rec98kCb3bTm0dWIi,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recKUf0stGGJQumJK,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Neutral,Reject,0%,,Unknown
rectmdphif7QLrrrr,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Blogs,Strong no,Reject,0%,,Unknown
recFyArhqEU1U9TSD,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recB724vyx444fQ6D,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recY75gv2K9aRZqp5,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recfO96KucqT7ebLt,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recj5bavKPFGTHxfB,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
rec2S0hxU1cEYYtm7,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recLR4UleY4wJ9ixv,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
rec8JJj7jsNyAmv0n,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recJw8lD6O2cp82dz,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recJERUZPjYQL5RQS,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
rec5bHo9iMyo9buq4,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recfMXfrLRbNcb2ES,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Communities,Strong no,Reject,0%,,Unknown
rec9sRidswsU3JSoY,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recpIlCVgOcvSsu7J,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
recHPJNVG1wWsKeOg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Neutral,Reject,0%,,Unknown
rec2ulDAmKTIRTD0q,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recm7VJeDAMDOljrT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recYOk0mzPB9kHpZj,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recDTIg5Tk6ql4SXt,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recWkcm8DxmLwQw6L,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recSot5V9v84MrsBi,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recpkutPVjbQnducH,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recJcRnhWS3oBomMo,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Blogs,Strong no,Reject,0%,,Unknown
reco6pOrUmKhL2Qin,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
reck73Vf9ODPek6vM,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
reclBE2tG3NYyw28m,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recwmx9DxBQpDC1BQ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recojPdb3XBuE9nhO,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Neutral,Reject,0%,,Unknown
recVCTKsxSl2FVljW,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recMqMz5iikPRym6i,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
rechxrRJZtTMVZ9oP,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
rec1uirTBa8wHOku1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Communities,Weak no,Reject,0%,,Unknown
recKwlRfS44LD4FCj,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recHakkU0DZ9WzYIb,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
reclEPcbxaYGr0Zfj,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
reckmxJsBpMnOfcxN,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Blogs,Strong no,Reject,0%,,Unknown
recj2wTOg8R2tEdts,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Blogs,Strong no,Reject,0%,,Unknown
recU7ngnCTyuZQ8dj,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recGaMrfEgMmmBXSr,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
rec0ctwaNSHmmR6EY,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec5Iu4JEskUkzByg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recMNzzC6ngt1rLRp,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Neutral,Reject,0%,,Unknown
recQH7Y7kCMMNIspT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recXK9EXtp8OMsQlC,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
rec05Eu9NstL18xJW,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recD0Fvyl4miBXZMd,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recDspkhX3Jja8IgX,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recbXenG5NOcfWyXQ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recglgxw0kxJs3f66,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Communities,Neutral,Reject,0%,,Unknown
recUzUdEIkBgtRPfF,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recWnBLZ41Gdj36Jg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
rec1dFgK7qBiaSw8i,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recjfKUw8hj7w1GpA,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recqd9Pv1XFC0w8PO,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recpMuNk0JsDTPQsD,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recSc3YWIHe4iiafs,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recLQPVENkDQobXmn,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recwt5hsfWztFymYg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
rec2gk4uXNvPS9ynA,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recN5pySSG79Kd7PE,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recceMW8s6X7fQKU4,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recMUMZqcL9D7wFpB,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Organic Search,Weak no,Reject,0%,,Unknown
recsdc3DhJe47mKzl,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Neutral,Reject,0%,,Unknown
recYFFVUlbroKWxMX,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recQ9T5d2l5NZByHI,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recQmAbq1Y7EfCwNz,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Strong no,Reject,0%,,Unknown
recvlORHchwH5nPVn,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recFoovZmuZE73jtf,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recodZ8j8bG7keWRo,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Weak no,Reject,0%,,Unknown
recjydykBtzyYvqNL,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
reccMvDY0n7QV9zy2,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recDl5HsVsAo7fRAD,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
rec2vIz0ujPVArOgr,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
rec9LUTJqsg2m8EP9,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec4IYgqdASW86u9B,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recEZZtxhgPoRjMwh,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recpVCdC0Vf1b0mb0,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recFQD9aTiDPo7ozO,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Strong no,Reject,0%,,Unknown
recOYnSSmuyMEVe5y,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recrb17hvLFftEjaU,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Neutral,Reject,0%,,Unknown
recFeiqGr5s6vV4Wg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recyhgjOfPMTLtvz8,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
rec0LBW1JMJLpnpmh,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recySIF50Cs8RipwT,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak no,Reject,0%,,Unknown
recMK1BPjvKLBjvD7,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recz7YoYnhb4m6GCq,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recfwARHWK67u01B6,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
reca4EadrDXyadxXG,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak no,Reject,0%,,Unknown
reczoPq7r1tRv2zq6,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recAbtI4CHc6LrHfz,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recAt58uK1ZfkKqBh,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recySrXDA5kPEHQvN,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
reckdUeAZ9hEi3IfX,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recZrQrxyYVXwKyuP,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Neutral,Reject,0%,,Unknown
recetFGj9mkrk86Jr,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recYxTHw95UN8hyd9,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recqhYSuIUokUIecv,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recJ7lhvm1lcJpjxZ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recrtjS3puVHa2Anu,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recr31rdCVCmlvc2E,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
reclFEmgKPxgrL738,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recewESBgIFZsdGS2,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recnutPT6LlN8rWOr,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Neutral,Reject,0%,,Unknown
recCXzI2ewN9PdyrR,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recHcSjeY0Y0TQx4K,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recXOmAfi7Z6fdtN1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recZBu36VVlTwGyoi,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recAVitOKc0yz2vuw,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recmgXx6wlarJ7P1L,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recMzq5U9kZDPf0m9,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recm85zXXuytpbXGs,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Communities,Neutral,Reject,0%,,Unknown
recD4FCWhKbodGxQ4,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recNtZPFaylCdDgcL,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Weak no,Reject,0%,,Unknown
recK1Ck94KXW5bxEQ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recHUUYw69fqyuHkL,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recO0Nv92Tc9I36Ae,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recudnV53gZ2etb4V,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recKRgxbgAmhJXYyd,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recraQyNgFLqBekSG,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recR2JpGuEAANzuv2,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recZweSrzb6If6Pgv,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
rec5oXP59YefGUlGY,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recBuGBHQTXYwro6K,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recqm9SR7sSuZhVJ1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recCamTQpmfrmN299,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
rec3B7H87NKjCNjBZ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
recEjRchJyo0Mst60,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec75ZDPGjUGbQFWz,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
reckSEm9abipGxzvZ,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recziZFo4FQp1TWE1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recxFKXgN1sISwhd2,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Weak no,Reject,0%,,Unknown
recAgtXfrjz3zq5XS,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recqW99m0n2E6wlEy,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
rectWMxlTO5AK0AP8,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
rec4cYISKB5k4pyry,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recHJ7ZqWlxUam7te,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recBn07YAmJedQYNt,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
rec9hV1srwrJARTtb,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Weak no,Reject,0%,,Unknown
recjH75F5EkLXjLRB,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recUOg8j62S1RP1jL,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Weak no,Reject,0%,,Unknown
recNNZVRwNA40OULH,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Weak no,Reject,0%,,Unknown
recNKmGIlPqveia2g,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
reci06Wk7gXp9AAei,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recBDZ7nbRcsN0RuG,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
recPlc6lTnl7GOjAP,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
receBzWN28TmwBt9j,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recV3QJxFMaC6eWRI,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
rect3my533C17ddta,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recluiqTumx3k5yFE,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recfErKgDdlfRucKq,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
rec2WjF0LPqRq9uv1,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recm6Dlk6PkJ3HfC5,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Neutral,Reject,0%,,Unknown
recnqk5EV0sN6MmrN,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recsKK61JMZX9ETdu,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
rec0h9A2hhzTRaekB,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recLNBYBiz3VzGtUu,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recS0RvVbQRTvDXGi,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recIa5fhrznxiS0mk,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
recb6NPZ37rV4lxTM,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Mailing List,Strong no,Reject,0%,,Unknown
recLpNFabHu1byqAU,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recMgp6loAIgEL20B,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
recfwLfr6OIleDmAA,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec5kOToPg1oB3rCt,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
rec9mQoNQur3bYXyy,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Weak no,Reject,0%,,Unknown
recEgSzn6H8yhxx2o,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
rec6MlPVqgjYS4kRR,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recipMZ8CxegB7XPq,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Strong no,Reject,0%,,Unknown
rec4SAa4KBencSghf,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
reca6irI92J88TGiV,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Ads,Strong no,Reject,0%,,Unknown
reciz1T17UBecd3Zg,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recyfyHn9v1aDqyRl,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recS6d3nGtODfTZqs,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Neutral,Reject,0%,,Unknown
recW7ZlwzKNKLupO2,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Social Media,Strong no,Reject,0%,,Unknown
recSISKbZ4Fete51h,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recWMMA9cBfx1FqHK,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Organic Search,Strong no,Reject,0%,,Unknown
recBLu0PcjBEjL8ms,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Weak no,Reject,0%,,Unknown
recJTMm5hQHF7JPTD,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Other,Strong no,Reject,0%,,Unknown
recgWjrGNKr2JXHvS,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Facilitator,Organic Social Media,Strong no,Reject,0%,,Unknown
rec3wejGCnyVVRpsv,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Unknown,Weak no,Reject,0%,,Unknown
recahP5aRV5OTZhW4,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Referral,Strong no,Reject,0%,,Unknown
recCNZeaAsvKiruf6,Unknown,AI Alignment,AI Alignment (2024 Feb W08),Participant,Ads,Strong no,Reject,0%,,Unknown
